轮次,INFP_任务进度,INFP_创意数量,INFP_冲突数量,INFP_满意度,ESTP_任务进度,ESTP_创意数量,ESTP_冲突数量,ESTP_满意度
1,0.064,3,0,0.557,0.204,3.0,0.0,0.725
2,0.132,4,0,0.590,0.287,3.0,0.0,0.788
3,0.194,3,0,0.612,0.376,3.0,0.0,0.825
4,0.259,3,0,0.630,0.468,4.0,0.0,0.853
5,0.334,3,0,0.648,0.684,3.0,0.0,0.940
6,0.400,2,0,0.665,0.786,3.0,0.0,0.940
7,0.477,4,0,0.683,0.888,4.0,1.0,0.940
8,0.551,3,0,0.700,0.994,2.0,0.0,0.940
9,0.734,4,0,0.786,1.000,4.0,1.0,0.940
10,0.832,4,0,0.794,,,,
11,0.930,4,0,0.812,,,,
12,1.000,3,1,0.829,,,,
